,NRM_REGION,CATCHMENT,MMP_SITE_NAME,DEPTH,SITE_NO,LATITUDE,LONGITUDE,P_CODE,VISIT_NO,YEAR_CODE,SAMPLE_DATE,GROUP_CODE,COVER,ALGAE_COVER,SOFT_COVER,HARD_COVER
1640,Fitzroy Basin Association,Fitzroy,Keppels South,5,1,-23.216267,150.9634,IN,3,2007,2007-06-10,Algae,68.95,68.95,1.0,14.04
1644,Fitzroy Basin Association,Fitzroy,Keppels South,5,2,-23.202683,150.969783,IN,3,2007,2007-06-10,Algae,47.38,47.38,0.0,51.75
1648,Fitzroy Basin Association,Fitzroy,Keppels South,5,1,-23.216267,150.9634,IN,4,2008,2008-04-27,Algae,66.0,66.0,0.88,14.25
1652,Fitzroy Basin Association,Fitzroy,Keppels South,5,2,-23.202683,150.969783,IN,4,2008,2008-04-27,Algae,49.63,49.63,0.0,50.13
1656,Fitzroy Basin Association,Fitzroy,Keppels South,5,1,-23.216267,150.9634,IN,5,2009,2009-05-19,Algae,59.63,59.63,1.13,17.88
1660,Fitzroy Basin Association,Fitzroy,Keppels South,5,2,-23.202683,150.969783,IN,5,2009,2009-05-22,Algae,48.0,48.0,0.0,51.25
1664,Fitzroy Basin Association,Fitzroy,Keppels South,5,1,-23.216267,150.9634,IN,6,2010,2010-05-26,Algae,39.75,39.75,1.75,16.0
1668,Fitzroy Basin Association,Fitzroy,Keppels South,5,2,-23.202683,150.969783,IN,6,2010,2010-05-26,Algae,53.0,53.0,0.0,46.0
1672,Fitzroy Basin Association,Fitzroy,Keppels South,5,1,-23.216267,150.9634,IN,7,2011,2011-05-12,Algae,55.63,55.63,1.0,11.38
1676,Fitzroy Basin Association,Fitzroy,Keppels South,5,2,-23.202683,150.969783,IN,7,2011,2011-05-09,Algae,55.07,55.07,0.0,43.43
1680,Fitzroy Basin Association,Fitzroy,Keppels South,5,1,-23.216267,150.9634,IN,8,2012,2012-05-12,Algae,65.63,65.63,0.13,7.25
1684,Fitzroy Basin Association,Fitzroy,Keppels South,5,2,-23.202683,150.969783,IN,8,2012,2012-05-12,Algae,55.55,55.55,0.0,44.19
1688,Fitzroy Basin Association,Fitzroy,Keppels South,5,1,-23.216267,150.9634,IN,9,2013,2013-05-21,Algae,55.13,55.13,0.38,11.63
1692,Fitzroy Basin Association,Fitzroy,Keppels South,5,2,-23.202683,150.969783,IN,9,2013,2013-05-22,Algae,57.96,57.96,0.0,40.79
1696,Fitzroy Basin Association,Fitzroy,Keppels South,5,1,-23.216267,150.9634,IN,10,2014,2014-05-02,Algae,61.63,61.63,0.0,7.25
1700,Fitzroy Basin Association,Fitzroy,Keppels South,5,2,-23.202683,150.969783,IN,10,2014,2014-05-02,Algae,59.95,59.95,0.0,39.42
1704,Fitzroy Basin Association,Fitzroy,Keppels South,5,1,-23.216267,150.9634,IN,11,2015,2015-05-10,Algae,49.13,49.13,0.13,13.63
1708,Fitzroy Basin Association,Fitzroy,Keppels South,5,2,-23.202683,150.969783,IN,11,2015,2015-05-11,Algae,54.0,54.0,0.0,45.75
1712,Fitzroy Basin Association,Fitzroy,Keppels South,5,1,-23.216267,150.9634,IN,12,2016,2016-05-24,Algae,55.0,55.0,1.25,15.5
1716,Fitzroy Basin Association,Fitzroy,Keppels South,5,2,-23.202683,150.969783,IN,12,2016,2016-05-24,Algae,46.0,46.0,0.0,53.75
1720,Fitzroy Basin Association,Fitzroy,Keppels South,5,1,-23.216267,150.9634,IN,13,2017,2017-05-14,Algae,44.88,44.88,0.63,17.75
1724,Fitzroy Basin Association,Fitzroy,Keppels South,5,2,-23.202683,150.969783,IN,13,2017,2017-05-15,Algae,51.5,51.5,0.0,48.5
1728,Fitzroy Basin Association,Fitzroy,Keppels South,5,1,-23.216267,150.9634,IN,14,2018,2018-05-03,Algae,49.25,49.25,0.88,16.25
1732,Fitzroy Basin Association,Fitzroy,Keppels South,5,2,-23.202683,150.969783,IN,14,2018,2018-05-03,Algae,54.13,54.13,0.0,45.13
1736,Fitzroy Basin Association,Fitzroy,Keppels South,5,1,-23.216267,150.9634,IN,16,2020,2020-05-01,Algae,44.0,44.0,0.63,22.88
1740,Fitzroy Basin Association,Fitzroy,Keppels South,5,2,-23.202683,150.969783,IN,16,2020,2020-05-01,Algae,41.63,41.63,0.0,54.5
1744,Fitzroy Basin Association,Fitzroy,Middle,2,1,-23.161533,150.92055,IN,1,2005,2005-04-08,Algae,19.42,19.42,0.13,80.21
1748,Fitzroy Basin Association,Fitzroy,Middle,2,2,-23.1639,150.923967,IN,1,2005,2005-04-09,Algae,36.79,36.79,0.0,63.21
1752,Fitzroy Basin Association,Fitzroy,Middle,2,1,-23.161533,150.92055,IN,2,2006,2006-10-26,Algae,70.78,70.78,0.0,29.09
1756,Fitzroy Basin Association,Fitzroy,Middle,2,2,-23.1639,150.923967,IN,2,2006,2006-10-26,Algae,69.68,69.68,0.0,30.07
1760,Fitzroy Basin Association,Fitzroy,Middle,2,1,-23.161533,150.92055,IN,4,2008,2008-04-29,Algae,70.6,70.6,0.63,28.65
1764,Fitzroy Basin Association,Fitzroy,Middle,2,2,-23.1639,150.923967,IN,4,2008,2008-04-28,Algae,61.75,61.75,0.0,38.13
1768,Fitzroy Basin Association,Fitzroy,Middle,2,1,-23.161533,150.92055,IN,6,2010,2010-05-26,Algae,75.75,75.75,0.63,22.88
1772,Fitzroy Basin Association,Fitzroy,Middle,2,2,-23.1639,150.923967,IN,6,2010,2010-05-25,Algae,62.13,62.13,0.0,36.13
1776,Fitzroy Basin Association,Fitzroy,Middle,2,1,-23.161533,150.92055,IN,8,2012,2012-05-11,Algae,84.6,84.6,0.63,14.4
1780,Fitzroy Basin Association,Fitzroy,Middle,2,2,-23.1639,150.923967,IN,8,2012,2012-05-11,Algae,70.69,70.69,0.0,28.79
1784,Fitzroy Basin Association,Fitzroy,Middle,2,1,-23.161533,150.92055,IN,10,2014,2014-05-02,Algae,77.59,77.59,0.0,22.41
1788,Fitzroy Basin Association,Fitzroy,Middle,2,2,-23.1639,150.923967,IN,10,2014,2014-05-03,Algae,67.38,67.38,0.0,32.63
1792,Fitzroy Basin Association,Fitzroy,Middle,2,1,-23.161533,150.92055,IN,11,2015,2015-05-11,Algae,81.13,81.13,0.0,18.5
1796,Fitzroy Basin Association,Fitzroy,Middle,2,2,-23.1639,150.923967,IN,11,2015,2015-05-13,Algae,68.75,68.75,0.0,31.0
1800,Fitzroy Basin Association,Fitzroy,Middle,2,1,-23.161533,150.92055,IN,12,2016,2016-05-24,Algae,75.38,75.38,0.0,24.25
1804,Fitzroy Basin Association,Fitzroy,Middle,2,2,-23.1639,150.923967,IN,12,2016,2016-05-24,Algae,72.08,72.08,0.0,27.79
1808,Fitzroy Basin Association,Fitzroy,Middle,2,1,-23.161533,150.92055,IN,14,2018,2018-05-03,Algae,74.06,74.06,0.25,24.81
1812,Fitzroy Basin Association,Fitzroy,Middle,2,2,-23.1639,150.923967,IN,14,2018,2018-05-03,Algae,83.61,83.61,0.0,15.26
1816,Fitzroy Basin Association,Fitzroy,Middle,2,1,-23.161533,150.92055,IN,15,2019,2019-04-30,Algae,56.75,56.75,0.63,42.25
1820,Fitzroy Basin Association,Fitzroy,Middle,2,2,-23.1639,150.923967,IN,15,2019,2019-04-30,Algae,75.88,75.88,0.13,23.75
1824,Fitzroy Basin Association,Fitzroy,Middle,2,1,-23.161533,150.92055,IN,16,2020,2020-05-02,Algae,48.13,48.13,0.75,48.75
1828,Fitzroy Basin Association,Fitzroy,Middle,2,2,-23.1639,150.923967,IN,16,2020,2020-05-02,Algae,78.13,78.13,0.0,20.75
1832,Fitzroy Basin Association,Fitzroy,Middle,5,1,-23.161467,150.920633,IN,1,2005,2005-04-08,Algae,17.38,17.38,0.88,76.0
1836,Fitzroy Basin Association,Fitzroy,Middle,5,1,-23.161467,150.920633,IN,2,2006,2006-10-26,Algae,33.75,33.75,0.88,49.13
1840,Fitzroy Basin Association,Fitzroy,Middle,5,1,-23.161467,150.920633,IN,4,2008,2008-04-29,Algae,43.75,43.75,0.0,51.38
1844,Fitzroy Basin Association,Fitzroy,Middle,5,1,-23.161467,150.920633,IN,6,2010,2010-05-26,Algae,62.63,62.63,0.0,32.38
1848,Fitzroy Basin Association,Fitzroy,Middle,5,1,-23.161467,150.920633,IN,8,2012,2012-05-11,Algae,78.73,78.73,0.0,15.27
1852,Fitzroy Basin Association,Fitzroy,Middle,5,1,-23.161467,150.920633,IN,10,2014,2014-05-02,Algae,75.84,75.84,0.25,14.4
1856,Fitzroy Basin Association,Fitzroy,Middle,5,1,-23.161467,150.920633,IN,11,2015,2015-05-11,Algae,74.88,74.88,0.38,12.63
1860,Fitzroy Basin Association,Fitzroy,Middle,5,1,-23.161467,150.920633,IN,12,2016,2016-05-24,Algae,70.33,70.33,0.25,14.52
1864,Fitzroy Basin Association,Fitzroy,Middle,5,1,-23.161467,150.920633,IN,14,2018,2018-05-03,Algae,65.13,65.13,0.5,12.5
1868,Fitzroy Basin Association,Fitzroy,Middle,5,1,-23.161467,150.920633,IN,15,2019,2019-04-30,Algae,70.13,70.13,0.63,15.5
1872,Fitzroy Basin Association,Fitzroy,Middle,5,1,-23.161467,150.920633,IN,16,2020,2020-05-02,Algae,63.13,63.13,0.88,21.0
1876,Fitzroy Basin Association,Fitzroy,North Keppel,2,1,-23.086417,150.9052,IN,1,2005,2005-04-15,Algae,32.06,32.06,0.0,67.69
1880,Fitzroy Basin Association,Fitzroy,North Keppel,2,2,-23.0852,150.901783,IN,1,2005,2005-04-15,Algae,73.7,73.7,0.26,24.32
1884,Fitzroy Basin Association,Fitzroy,North Keppel,2,1,-23.086417,150.9052,IN,2,2006,2006-09-07,Algae,73.39,73.39,0.0,26.48
1888,Fitzroy Basin Association,Fitzroy,North Keppel,2,2,-23.0852,150.901783,IN,2,2006,2006-09-07,Algae,83.06,83.06,0.0,14.18
1892,Fitzroy Basin Association,Fitzroy,North Keppel,2,1,-23.086417,150.9052,IN,3,2007,2007-06-08,Algae,76.55,76.55,0.38,23.08
1896,Fitzroy Basin Association,Fitzroy,North Keppel,2,2,-23.0852,150.901783,IN,3,2007,2007-06-08,Algae,83.8,83.8,0.0,15.31
1900,Fitzroy Basin Association,Fitzroy,North Keppel,2,1,-23.086417,150.9052,IN,5,2009,2009-05-19,Algae,77.63,77.63,0.0,21.88
1904,Fitzroy Basin Association,Fitzroy,North Keppel,2,2,-23.0852,150.901783,IN,5,2009,2009-05-19,Algae,75.38,75.38,0.0,20.75
1908,Fitzroy Basin Association,Fitzroy,North Keppel,2,1,-23.086417,150.9052,IN,7,2011,2011-05-09,Algae,83.38,83.38,0.0,15.88
1912,Fitzroy Basin Association,Fitzroy,North Keppel,2,2,-23.0852,150.901783,IN,7,2011,2011-05-09,Algae,69.25,69.25,0.0,26.25
1916,Fitzroy Basin Association,Fitzroy,North Keppel,2,1,-23.086417,150.9052,IN,9,2013,2013-05-23,Algae,90.13,90.13,0.0,9.13
1920,Fitzroy Basin Association,Fitzroy,North Keppel,2,2,-23.0852,150.901783,IN,9,2013,2013-05-23,Algae,62.25,62.25,0.13,31.63
1924,Fitzroy Basin Association,Fitzroy,North Keppel,2,1,-23.086417,150.9052,IN,10,2014,2014-05-03,Algae,91.37,91.37,0.0,7.88
1928,Fitzroy Basin Association,Fitzroy,North Keppel,2,2,-23.0852,150.901783,IN,10,2014,2014-05-03,Algae,57.5,57.5,0.0,38.75
1932,Fitzroy Basin Association,Fitzroy,North Keppel,2,1,-23.086417,150.9052,IN,11,2015,2015-05-13,Algae,85.28,85.28,0.0,13.08
1936,Fitzroy Basin Association,Fitzroy,North Keppel,2,2,-23.0852,150.901783,IN,11,2015,2015-05-13,Algae,49.75,49.75,0.0,45.38
1940,Fitzroy Basin Association,Fitzroy,North Keppel,2,1,-23.086417,150.9052,IN,13,2017,2017-05-15,Algae,84.13,84.13,0.0,15.5
1944,Fitzroy Basin Association,Fitzroy,North Keppel,2,2,-23.0852,150.901783,IN,13,2017,2017-05-15,Algae,44.63,44.63,0.0,54.63
1948,Fitzroy Basin Association,Fitzroy,North Keppel,2,1,-23.086417,150.9052,IN,15,2019,2019-04-30,Algae,75.0,75.0,0.0,24.63
1952,Fitzroy Basin Association,Fitzroy,North Keppel,2,2,-23.0852,150.901783,IN,15,2019,2019-04-30,Algae,45.75,45.75,0.0,51.25
1956,Fitzroy Basin Association,Fitzroy,North Keppel,2,1,-23.086417,150.9052,IN,16,2020,2020-05-02,Algae,73.25,73.25,0.0,26.0
1960,Fitzroy Basin Association,Fitzroy,North Keppel,2,2,-23.0852,150.901783,IN,16,2020,2020-05-03,Algae,46.94,46.94,0.25,49.68
1964,Fitzroy Basin Association,Fitzroy,North Keppel,5,1,-23.08645,150.905183,IN,1,2005,2005-04-15,Algae,26.42,26.42,0.13,70.83
1968,Fitzroy Basin Association,Fitzroy,North Keppel,5,2,-23.085217,150.901733,IN,1,2005,2005-04-15,Algae,35.13,35.13,0.0,30.63
1972,Fitzroy Basin Association,Fitzroy,North Keppel,5,1,-23.08645,150.905183,IN,2,2006,2006-09-07,Algae,58.92,58.92,0.0,38.94
1976,Fitzroy Basin Association,Fitzroy,North Keppel,5,2,-23.085217,150.901733,IN,2,2006,2006-09-07,Algae,50.27,50.27,0.13,25.88
1980,Fitzroy Basin Association,Fitzroy,North Keppel,5,1,-23.08645,150.905183,IN,3,2007,2007-06-08,Algae,69.45,69.45,0.0,28.93
1984,Fitzroy Basin Association,Fitzroy,North Keppel,5,2,-23.085217,150.901733,IN,3,2007,2007-06-08,Algae,56.13,56.13,0.0,25.63
1988,Fitzroy Basin Association,Fitzroy,North Keppel,5,1,-23.08645,150.905183,IN,5,2009,2009-05-19,Algae,77.13,77.13,0.0,20.88
1992,Fitzroy Basin Association,Fitzroy,North Keppel,5,2,-23.085217,150.901733,IN,5,2009,2009-05-19,Algae,54.88,54.88,0.0,21.0
1996,Fitzroy Basin Association,Fitzroy,North Keppel,5,1,-23.08645,150.905183,IN,7,2011,2011-05-09,Algae,91.0,91.0,0.0,5.0
2000,Fitzroy Basin Association,Fitzroy,North Keppel,5,2,-23.085217,150.901733,IN,7,2011,2011-05-09,Algae,50.0,50.0,0.0,18.63
2004,Fitzroy Basin Association,Fitzroy,North Keppel,5,1,-23.08645,150.905183,IN,9,2013,2013-05-23,Algae,92.63,92.63,0.0,1.88
2008,Fitzroy Basin Association,Fitzroy,North Keppel,5,2,-23.085217,150.901733,IN,9,2013,2013-05-23,Algae,63.88,63.88,0.0,12.75
2012,Fitzroy Basin Association,Fitzroy,North Keppel,5,1,-23.08645,150.905183,IN,10,2014,2014-05-03,Algae,97.13,97.13,0.0,1.0
2016,Fitzroy Basin Association,Fitzroy,North Keppel,5,2,-23.085217,150.901733,IN,10,2014,2014-05-03,Algae,66.5,66.5,0.0,11.5
2020,Fitzroy Basin Association,Fitzroy,North Keppel,5,1,-23.08645,150.905183,IN,11,2015,2015-05-13,Algae,89.98,89.98,0.0,0.88
2024,Fitzroy Basin Association,Fitzroy,North Keppel,5,2,-23.085217,150.901733,IN,11,2015,2015-05-13,Algae,56.0,56.0,0.63,20.13
2028,Fitzroy Basin Association,Fitzroy,North Keppel,5,1,-23.08645,150.905183,IN,13,2017,2017-05-15,Algae,93.38,93.38,0.13,3.0
2032,Fitzroy Basin Association,Fitzroy,North Keppel,5,2,-23.085217,150.901733,IN,13,2017,2017-05-15,Algae,46.25,46.25,0.0,31.38
2036,Fitzroy Basin Association,Fitzroy,North Keppel,5,1,-23.08645,150.905183,IN,15,2019,2019-04-30,Algae,91.25,91.25,0.88,4.88
2040,Fitzroy Basin Association,Fitzroy,North Keppel,5,2,-23.085217,150.901733,IN,15,2019,2019-04-30,Algae,39.38,39.38,0.13,39.13
2044,Fitzroy Basin Association,Fitzroy,North Keppel,5,1,-23.08645,150.905183,IN,16,2020,2020-05-02,Algae,90.13,90.13,0.63,5.5
2048,Fitzroy Basin Association,Fitzroy,North Keppel,5,2,-23.085217,150.901733,IN,16,2020,2020-05-03,Algae,38.63,38.63,0.88,44.25
2052,Fitzroy Basin Association,Fitzroy,Peak,2,1,-23.341267,150.936867,IN,1,2005,2005-09-29,Algae,79.38,79.38,2.13,14.0
2056,Fitzroy Basin Association,Fitzroy,Peak,2,2,-23.341683,150.938833,IN,1,2005,2005-09-29,Algae,77.75,77.75,2.0,17.0
2060,Fitzroy Basin Association,Fitzroy,Peak,2,1,-23.341267,150.936867,IN,2,2006,2007-01-25,Algae,64.12,64.12,4.97,24.12
2064,Fitzroy Basin Association,Fitzroy,Peak,2,2,-23.341683,150.938833,IN,2,2006,2007-01-25,Algae,77.58,77.58,1.95,15.12
2068,Fitzroy Basin Association,Fitzroy,Peak,2,1,-23.341267,150.936867,IN,4,2008,2008-04-28,Algae,72.0,72.0,1.25,21.25
2072,Fitzroy Basin Association,Fitzroy,Peak,2,2,-23.341683,150.938833,IN,4,2008,2008-04-28,Algae,85.25,85.25,1.63,11.25
2076,Fitzroy Basin Association,Fitzroy,Peak,2,1,-23.341267,150.936867,IN,6,2010,2010-05-27,Algae,57.25,57.25,2.25,21.0
2080,Fitzroy Basin Association,Fitzroy,Peak,2,2,-23.341683,150.938833,IN,6,2010,2010-05-27,Algae,76.13,76.13,2.25,12.75
2084,Fitzroy Basin Association,Fitzroy,Peak,2,1,-23.341267,150.936867,IN,7,2011,2011-05-08,Algae,73.25,73.25,0.0,5.38
2088,Fitzroy Basin Association,Fitzroy,Peak,2,2,-23.341683,150.938833,IN,7,2011,2011-05-11,Algae,84.13,84.13,0.0,6.5
2092,Fitzroy Basin Association,Fitzroy,Peak,2,1,-23.341267,150.936867,IN,8,2012,2012-05-13,Algae,73.73,73.73,0.38,3.63
2096,Fitzroy Basin Association,Fitzroy,Peak,2,2,-23.341683,150.938833,IN,8,2012,2012-05-13,Algae,83.48,83.48,0.63,6.26
2100,Fitzroy Basin Association,Fitzroy,Peak,2,1,-23.341267,150.936867,IN,10,2014,2014-05-04,Algae,82.63,82.63,0.0,5.38
2104,Fitzroy Basin Association,Fitzroy,Peak,2,2,-23.341683,150.938833,IN,10,2014,2014-05-04,Algae,85.75,85.75,0.88,7.0
2108,Fitzroy Basin Association,Fitzroy,Peak,2,1,-23.341267,150.936867,IN,11,2015,2015-05-11,Algae,81.38,81.38,0.38,7.13
2112,Fitzroy Basin Association,Fitzroy,Peak,2,2,-23.341683,150.938833,IN,11,2015,2015-05-12,Algae,83.63,83.63,0.5,9.5
2116,Fitzroy Basin Association,Fitzroy,Peak,2,1,-23.341267,150.936867,IN,13,2017,2017-05-17,Algae,82.0,82.0,0.13,10.38
2120,Fitzroy Basin Association,Fitzroy,Peak,2,2,-23.341683,150.938833,IN,13,2017,2017-05-17,Algae,80.25,80.25,2.38,9.13
2124,Fitzroy Basin Association,Fitzroy,Peak,2,1,-23.341267,150.936867,IN,15,2019,2019-05-26,Algae,86.75,86.75,1.0,7.0
2128,Fitzroy Basin Association,Fitzroy,Peak,2,2,-23.341683,150.938833,IN,15,2019,2019-05-26,Algae,87.25,87.25,0.63,8.88
2132,Fitzroy Basin Association,Fitzroy,Peak,5,1,-23.34095,150.937,IN,1,2005,2005-09-29,Algae,46.88,46.88,3.63,26.88
2136,Fitzroy Basin Association,Fitzroy,Peak,5,2,-23.3414,150.938933,IN,1,2005,2005-09-29,Algae,51.38,51.38,12.63,23.63
2140,Fitzroy Basin Association,Fitzroy,Peak,5,1,-23.34095,150.937,IN,2,2006,2007-01-25,Algae,34.77,34.77,5.92,32.08
2144,Fitzroy Basin Association,Fitzroy,Peak,5,2,-23.3414,150.938933,IN,2,2006,2007-01-25,Algae,49.15,49.15,8.43,18.91
2148,Fitzroy Basin Association,Fitzroy,Peak,5,1,-23.34095,150.937,IN,4,2008,2008-04-28,Algae,41.5,41.5,2.13,32.0
2152,Fitzroy Basin Association,Fitzroy,Peak,5,2,-23.3414,150.938933,IN,4,2008,2008-04-28,Algae,52.38,52.38,6.5,26.13
2156,Fitzroy Basin Association,Fitzroy,Peak,5,1,-23.34095,150.937,IN,6,2010,2010-05-27,Algae,28.75,28.75,2.38,37.13
2160,Fitzroy Basin Association,Fitzroy,Peak,5,2,-23.3414,150.938933,IN,6,2010,2010-05-27,Algae,39.75,39.75,7.88,19.63
2164,Fitzroy Basin Association,Fitzroy,Peak,5,1,-23.34095,150.937,IN,7,2011,2011-05-08,Algae,34.25,34.25,1.88,24.75
2168,Fitzroy Basin Association,Fitzroy,Peak,5,2,-23.3414,150.938933,IN,7,2011,2011-05-08,Algae,40.75,40.75,3.88,19.25
2172,Fitzroy Basin Association,Fitzroy,Peak,5,1,-23.34095,150.937,IN,8,2012,2012-05-13,Algae,39.25,39.25,1.63,25.38
2176,Fitzroy Basin Association,Fitzroy,Peak,5,2,-23.3414,150.938933,IN,8,2012,2012-05-13,Algae,40.13,40.13,3.13,16.38
2180,Fitzroy Basin Association,Fitzroy,Peak,5,1,-23.34095,150.937,IN,10,2014,2014-05-04,Algae,41.63,41.63,1.38,26.88
2184,Fitzroy Basin Association,Fitzroy,Peak,5,2,-23.3414,150.938933,IN,10,2014,2014-05-04,Algae,44.88,44.88,6.0,19.25
2188,Fitzroy Basin Association,Fitzroy,Peak,5,1,-23.34095,150.937,IN,11,2015,2015-05-11,Algae,41.63,41.63,1.0,26.0
2192,Fitzroy Basin Association,Fitzroy,Peak,5,2,-23.3414,150.938933,IN,11,2015,2015-05-12,Algae,36.88,36.88,5.63,17.25
2196,Fitzroy Basin Association,Fitzroy,Peak,5,1,-23.34095,150.937,IN,13,2017,2017-05-17,Algae,45.88,45.88,1.63,21.25
2200,Fitzroy Basin Association,Fitzroy,Peak,5,2,-23.3414,150.938933,IN,13,2017,2017-05-17,Algae,47.5,47.5,4.63,20.0
2204,Fitzroy Basin Association,Fitzroy,Peak,5,1,-23.34095,150.937,IN,15,2019,2019-05-26,Algae,46.75,46.75,0.88,23.25
2208,Fitzroy Basin Association,Fitzroy,Peak,5,2,-23.3414,150.938933,IN,15,2019,2019-05-26,Algae,51.38,51.38,4.38,16.13
2212,Fitzroy Basin Association,Fitzroy,Pelican,2,1,-23.239667,150.874183,IN,1,2005,2005-09-30,Algae,52.0,52.0,4.13,32.75
2216,Fitzroy Basin Association,Fitzroy,Pelican,2,2,-23.24205,150.878083,IN,1,2005,2005-09-30,Algae,61.25,61.25,10.88,21.75
2220,Fitzroy Basin Association,Fitzroy,Pelican,2,1,-23.239667,150.874183,IN,2,2006,2006-12-03,Algae,41.09,41.09,6.42,41.7
2224,Fitzroy Basin Association,Fitzroy,Pelican,2,2,-23.24205,150.878083,IN,2,2006,2006-12-03,Algae,46.55,46.55,8.61,41.94
2228,Fitzroy Basin Association,Fitzroy,Pelican,2,1,-23.239667,150.874183,IN,3,2007,2007-06-09,Algae,31.04,31.04,8.89,55.31
2232,Fitzroy Basin Association,Fitzroy,Pelican,2,2,-23.24205,150.878083,IN,3,2007,2007-06-09,Algae,38.63,38.63,11.0,47.75
2236,Fitzroy Basin Association,Fitzroy,Pelican,2,1,-23.239667,150.874183,IN,4,2008,2008-04-25,Algae,43.25,43.25,6.88,39.0
2240,Fitzroy Basin Association,Fitzroy,Pelican,2,2,-23.24205,150.878083,IN,4,2008,2008-04-25,Algae,43.5,43.5,13.13,40.38
2244,Fitzroy Basin Association,Fitzroy,Pelican,2,1,-23.239667,150.874183,IN,5,2009,2009-05-20,Algae,39.88,39.88,8.5,42.38
2248,Fitzroy Basin Association,Fitzroy,Pelican,2,2,-23.24205,150.878083,IN,5,2009,2009-05-20,Algae,34.63,34.63,11.0,52.25
2252,Fitzroy Basin Association,Fitzroy,Pelican,2,1,-23.239667,150.874183,IN,6,2010,2010-05-28,Algae,43.63,43.63,7.25,36.0
2256,Fitzroy Basin Association,Fitzroy,Pelican,2,2,-23.24205,150.878083,IN,6,2010,2010-05-28,Algae,45.75,45.75,11.5,39.38
2260,Fitzroy Basin Association,Fitzroy,Pelican,2,1,-23.239667,150.874183,IN,7,2011,2011-05-11,Algae,68.19,68.19,0.0,0.75
2264,Fitzroy Basin Association,Fitzroy,Pelican,2,2,-23.24205,150.878083,IN,7,2011,2011-05-11,Algae,86.0,86.0,0.0,0.25
2268,Fitzroy Basin Association,Fitzroy,Pelican,2,1,-23.239667,150.874183,IN,8,2012,2012-05-12,Algae,89.35,89.35,0.0,0.25
2272,Fitzroy Basin Association,Fitzroy,Pelican,2,2,-23.24205,150.878083,IN,8,2012,2012-05-12,Algae,98.25,98.25,0.13,0.0
2276,Fitzroy Basin Association,Fitzroy,Pelican,2,1,-23.239667,150.874183,IN,9,2013,2013-05-21,Algae,86.63,86.63,0.13,2.0
2280,Fitzroy Basin Association,Fitzroy,Pelican,2,2,-23.24205,150.878083,IN,9,2013,2013-05-21,Algae,94.86,94.86,0.13,0.88
2284,Fitzroy Basin Association,Fitzroy,Pelican,2,1,-23.239667,150.874183,IN,10,2014,2014-05-05,Algae,86.38,86.38,0.0,0.63
2288,Fitzroy Basin Association,Fitzroy,Pelican,2,2,-23.24205,150.878083,IN,10,2014,2014-05-05,Algae,96.75,96.75,0.0,0.88
2292,Fitzroy Basin Association,Fitzroy,Pelican,2,1,-23.239667,150.874183,IN,11,2015,2015-05-10,Algae,83.75,83.75,0.13,0.5
2296,Fitzroy Basin Association,Fitzroy,Pelican,2,2,-23.24205,150.878083,IN,11,2015,2015-05-10,Algae,92.5,92.5,0.0,0.25
2300,Fitzroy Basin Association,Fitzroy,Pelican,2,1,-23.239667,150.874183,IN,12,2016,2016-05-25,Algae,90.63,90.63,0.0,2.38
2304,Fitzroy Basin Association,Fitzroy,Pelican,2,2,-23.24205,150.878083,IN,12,2016,2016-05-25,Algae,97.25,97.25,0.0,0.0
2308,Fitzroy Basin Association,Fitzroy,Pelican,2,1,-23.239667,150.874183,IN,14,2018,2018-05-04,Algae,86.75,86.75,0.0,1.0
2312,Fitzroy Basin Association,Fitzroy,Pelican,2,2,-23.24205,150.878083,IN,14,2018,2018-05-04,Algae,93.25,93.25,0.38,0.25
2316,Fitzroy Basin Association,Fitzroy,Pelican,2,1,-23.239667,150.874183,IN,16,2020,2020-05-03,Algae,65.5,65.5,1.25,8.88
2320,Fitzroy Basin Association,Fitzroy,Pelican,2,2,-23.24205,150.878083,IN,16,2020,2020-05-03,Algae,74.88,74.88,0.0,1.0
2324,Fitzroy Basin Association,Fitzroy,Pelican,5,1,-23.238917,150.874483,IN,1,2005,2005-09-30,Algae,44.63,44.63,18.38,13.75
2328,Fitzroy Basin Association,Fitzroy,Pelican,5,2,-23.241783,150.8785,IN,1,2005,2005-09-30,Algae,39.25,39.25,10.88,33.75
2332,Fitzroy Basin Association,Fitzroy,Pelican,5,1,-23.238917,150.874483,IN,2,2006,2006-12-03,Algae,46.67,46.67,15.64,11.64
2336,Fitzroy Basin Association,Fitzroy,Pelican,5,2,-23.241783,150.8785,IN,2,2006,2006-12-03,Algae,36.06,36.06,15.44,28.25
2340,Fitzroy Basin Association,Fitzroy,Pelican,5,1,-23.238917,150.874483,IN,3,2007,2007-06-09,Algae,41.13,41.13,14.25,19.38
2344,Fitzroy Basin Association,Fitzroy,Pelican,5,2,-23.241783,150.8785,IN,3,2007,2007-06-09,Algae,38.0,38.0,12.25,29.25
2348,Fitzroy Basin Association,Fitzroy,Pelican,5,1,-23.238917,150.874483,IN,4,2008,2008-04-25,Algae,38.0,38.0,15.0,18.25
2352,Fitzroy Basin Association,Fitzroy,Pelican,5,2,-23.241783,150.8785,IN,4,2008,2008-04-25,Algae,32.25,32.25,11.88,29.5
2356,Fitzroy Basin Association,Fitzroy,Pelican,5,1,-23.238917,150.874483,IN,5,2009,2009-05-20,Algae,37.25,37.25,12.5,20.88
